,UF,Instituição de ensino,Contagem,Porcentagem
49,SC,Universidade do Estado de Santa Catarina,9,0.77%
50,CE,Universidade Estadual do Vale do Acaraú,9,0.77%
51,RS,Universidade Federal de Santa Maria,9,0.77%
52,MG,Universidade Federal de Viçosa,9,0.77%
53,PR,Universidade Tecnológica Federal do Paraná,9,0.77%
54,PE,Autarquia de Ensino Superior de Arco Verde Universidade Federal,8,0.68%
55,RJ,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,8,0.68%
56,PA,Universidade Federal do Pará,8,0.68%
57,GO,Universidade Estadual de Goiás,7,0.60%
58,AL,Universidade Federal de Alagoas,7,0.60%
59,MG,Universidade Federal de Lavras,7,0.60%
60,MT,Universidade Federal de Rondonópolis,7,0.60%
61,SP,Universidade Federal de São Paulo,6,0.51%
62,CE,Universidade Federal do Ceará,6,0.51%
63,RJ,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,5,0.43%
64,PE,Universidade de Pernambuco,5,0.43%
65,PB,Universidade Estadual da Paraíba,5,0.43%
66,MG,Universidade Federal dos Vales do Jequitinhonha e Mucuri,5,0.43%
67,CE,Universidade Regional do Cariri,5,0.43%
68,PR,Universidade Estadual do Norte do Paraná,4,0.34%
69,SC,Universidade Federal da Fronteira Sul,4,0.34%
70,MG,Universidade Federal de Minas Gerais,4,0.34%
71,SP,Universidade Federal de São Carlos,4,0.34%
72,MA,Universidade Estadual do Maranhão,3,0.26%
73,GO,Universidade Federal de Goiás,3,0.26%
74,PE,Universidade Federal de Pernambuco,3,0.26%
75,BA,Universidade Federal do Recôncavo da Bahia,3,0.26%
76,TO,Universidade de Guripi,2,0.17%
77,MG,Universidade do Estado de Minas Gerais,2,0.17%
78,AP,Universidade Estado do Amapá,2,0.17%
79,PR,Universidade Estadual do Centro-Oeste,2,0.17%
80,PI,Universidade Estadual do Piauí,2,0.17%
81,SP,Universidade Estadual Paulista,2,0.17%
82,AP,Universidade Federal do Amapá,2,0.17%
83,RJ,Universidade Federal do Estado do Rio de Janeiro,2,0.17%
84,PA,Universidade Federal do Oeste do Pará,2,0.17%
85,PA,Universidade Federal do Sul e Sudeste do Pará,2,0.17%
86,TO,Universidade Federal do Tocantins,2,0.17%
87,RN,Universidade Federal Rural do Semi-Árido,2,0.17%
88,BA,Centro Estadual de Educação Profissional em Biotecnologia e Saúde,1,0.09%
89,GO,Instituto Federal de Goiás,1,0.09%
90,MT,Instituto Federal de Mato Grosso,1,0.09%
91,PE,Instituto Federal de Pernambuco,1,0.09%
92,RR,Instituto Federal de Roraima,1,0.09%
93,SP,Instituto Federal de São Paulo,1,0.09%
94,MA,Instituto Federal do Maranhão,1,0.09%
95,RJ,Instituto Federal do Rio de Janeiro,1,0.09%
96,MT,Instituto Saberes,1,0.09%
97,RS,Nhamandu Nhemopuã,1,0.09%
98,CE,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,1,0.09%
99,RN,Universidade do Estado do Rio Grande do Norte,1,0.09%
100,MG,Universidade Estadual de Montes Claros,1,0.09%
101,BA,Universidade Federal da Bahia,1,0.09%
102,PB,Universidade Federal da Paraíba,1,0.09%
103,MG,Universidade Federal de Alfenas,1,0.09%
104,RS,Universidade Federal de Rio Grande,1,0.09%
105,PI,Universidade Federal do Delta do Parnaíba,1,0.09%
106,MG,Universidade Federal do Triângulo Mineiro,1,0.09%
